time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
2021-09-05 18:10:43:2420,-1.751,2.4367,2.4274,3.86
2021-09-05 18:10:43:2730,-2.0993,2.5111,2.1679,3.926
2021-09-05 18:10:43:2740,-2.3751,2.4966,1.9895,3.979
2021-09-05 18:10:43:2740,-2.7718,2.4927,1.8334,4.154
2021-09-05 18:10:43:2810,-2.9756,2.513,1.6675,4.237
2021-09-05 18:10:43:2920,-3.2331,2.5711,1.4155,4.367
2021-09-05 18:10:43:3010,-3.3887,2.582,1.1923,4.424
2021-09-05 18:10:43:3130,-3.5246,2.643,0.9424,4.505
2021-09-05 18:10:43:3220,-3.5725,2.6707,0.8569,4.542
2021-09-05 18:10:43:3320,-3.5971,2.7436,0.7733,4.59
2021-09-05 18:10:43:3410,-3.5693,2.7906,0.792,4.599
2021-09-05 18:10:43:3690,-3.5312,2.7899,0.7625,4.564
2021-09-05 18:10:43:3700,-3.4792,2.7396,0.7828,4.497
2021-09-05 18:10:43:3760,-3.3971,2.6349,0.8584,4.384
2021-09-05 18:10:43:3810,-3.2898,2.5217,1.0739,4.282
2021-09-05 18:10:43:3910,-3.1236,2.415,1.3909,4.186
2021-09-05 18:10:43:4000,-2.9832,2.2686,1.5451,4.054
2021-09-05 18:10:43:4120,-2.8221,2.0621,1.8282,3.944
2021-09-05 18:10:43:4210,-2.5959,1.8858,2.1372,3.855
2021-09-05 18:10:43:4320,-2.3157,1.7586,2.4909,3.829
2021-09-05 18:10:43:4400,-2.1045,1.7146,2.5899,3.752
2021-09-05 18:10:43:4620,-1.8611,1.5494,2.6592,3.597
2021-09-05 18:10:43:4630,-1.6934,1.4166,2.6056,3.415
2021-09-05 18:10:43:4740,-1.3731,1.2283,2.453,3.068
2021-09-05 18:10:43:4800,-1.1556,1.0693,2.3547,2.833
2021-09-05 18:10:43:4940,-0.7817,0.7965,2.1335,2.408
2021-09-05 18:10:43:5010,-0.5864,0.6056,1.9166,2.094
2021-09-05 18:10:43:5120,-0.3991,0.3553,1.4097,1.508
2021-09-05 18:10:43:5210,-0.3545,0.219,0.9248,1.014
2021-09-05 18:10:43:5320,-0.3082,0.0413,0.5773,0.656
2021-09-05 18:10:43:5410,-0.1469,-0.1272,0.3894,0.435
2021-09-05 18:10:43:5709,-0.0338,-0.3973,0.345,0.527
2021-09-05 18:10:43:5719,0.0146,-0.6505,0.5764,0.869
2021-09-05 18:10:43:5750,0.2372,-0.9123,1.1059,1.453
2021-09-05 18:10:43:5820,0.4117,-1.224,1.5513,2.018
2021-09-05 18:10:43:5930,0.8338,-1.4912,2.3844,2.933
2021-09-05 18:10:43:6000,1.0713,-1.64,2.7191,3.351
2021-09-05 18:10:43:6120,1.1481,-1.8368,2.8429,3.574
2021-09-05 18:10:43:6210,1.1001,-2.1891,2.5732,3.553
2021-09-05 18:10:43:6320,1.0003,-2.389,1.9739,3.256
2021-09-05 18:10:43:6410,1.0366,-2.4745,1.3598,3.008
2021-09-05 18:10:43:6630,1.0502,-2.3784,0.388,2.629
2021-09-05 18:10:43:6630,0.9723,-2.3141,-0.3312,2.532
2021-09-05 18:10:43:6730,0.732,-2.3156,-1.0949,2.664
2021-09-05 18:10:43:6810,0.5787,-2.3657,-1.305,2.763
2021-09-05 18:10:43:6929,0.3894,-2.3582,-1.4398,2.79
2021-09-05 18:10:43:7000,0.4346,-2.3438,-1.3709,2.75
2021-09-05 18:10:43:7120,0.4684,-2.3574,-1.4031,2.783
2021-09-05 18:10:43:7220,0.5073,-2.4424,-1.3872,2.854
2021-09-05 18:10:43:7320,0.5889,-2.4641,-1.2718,2.835
2021-09-05 18:10:43:7530,0.7997,-2.6302,-1.1023,2.962
2021-09-05 18:10:43:7530,1.0063,-2.6171,-0.8841,2.94
2021-09-05 18:10:43:7600,1.0624,-2.6515,-0.7758,2.96
2021-09-05 18:10:43:7710,1.0691,-2.6817,-0.7194,2.975
2021-09-05 18:10:43:7800,1.0605,-2.7498,-0.7691,3.046
2021-09-05 18:10:43:7920,0.9135,-2.8873,-0.9059,3.161
2021-09-05 18:10:43:8000,0.8475,-2.9323,-0.8732,3.175
2021-09-05 18:10:43:8139,0.7623,-3.0629,-0.7204,3.238
2021-09-05 18:10:43:8220,0.6838,-3.1689,-0.7159,3.32
2021-09-05 18:10:43:8310,0.6182,-3.403,-0.7882,3.547
2021-09-05 18:10:43:8500,0.5644,-3.4781,-0.9795,3.657
2021-09-05 18:10:43:8520,0.5823,-3.4427,-1.3588,3.747
2021-09-05 18:10:43:8600,0.6532,-3.3733,-1.7394,3.851
2021-09-05 18:10:43:8730,0.6074,-3.2878,-2.3015,4.059
2021-09-05 18:10:43:8800,0.6191,-3.2332,-2.4673,4.114
2021-09-05 18:10:43:8920,0.485,-3.1884,-2.6813,4.194
2021-09-05 18:10:43:9010,0.4024,-3.2348,-2.7564,4.269
2021-09-05 18:10:43:9130,0.3316,-3.3598,-2.6133,4.269
2021-09-05 18:10:43:9220,0.3588,-3.3688,-2.4711,4.193
2021-09-05 18:10:43:9330,0.4763,-3.4237,-2.2561,4.128
2021-09-05 18:10:43:9530,0.5704,-3.352,-2.2344,4.069
2021-09-05 18:10:43:9530,0.6937,-3.2464,-2.0727,3.914
2021-09-05 18:10:43:9610,0.7878,-3.1302,-1.9315,3.762
2021-09-05 18:10:43:9720,0.909,-2.932,-1.8573,3.588
2021-09-05 18:10:43:9810,0.9985,-2.7508,-1.6925,3.381
2021-09-05 18:10:43:9920,1.0648,-2.5816,-1.3926,3.121
2021-09-05 18:10:44:0000,1.0692,-2.52,-1.1518,2.97
2021-09-05 18:10:44:0120,1.0638,-2.4311,-0.6519,2.733
2021-09-05 18:10:44:0210,1.0919,-2.3853,-0.3541,2.647
2021-09-05 18:10:44:0330,1.1433,-2.1986,0.212,2.487
2021-09-05 18:10:44:0400,1.0107,-2.0078,0.3543,2.276
2021-09-05 18:10:44:0570,0.7964,-1.7192,0.381,1.933
2021-09-05 18:10:44:0600,0.7206,-1.6088,0.3596,1.799
2021-09-05 18:10:44:0720,0.5817,-1.2659,-0.0145,1.393
2021-09-05 18:10:44:0800,0.5882,-0.9307,0.1551,1.112
2021-09-05 18:10:44:0910,0.5546,-0.6672,0.6472,1.082
2021-09-05 18:10:44:1000,0.4377,-0.5083,1.0598,1.254
2021-09-05 18:10:44:1120,0.3038,-0.3845,1.4578,1.538
2021-09-05 18:10:44:1210,0.2688,-0.3505,1.7837,1.838
2021-09-05 18:10:44:1320,0.2439,-0.3759,2.159,2.205
2021-09-05 18:10:44:1409,0.186,-0.3548,2.4393,2.472
2021-09-05 18:10:44:1590,0.2219,-0.3026,2.8059,2.831
2021-09-05 18:10:44:1600,0.229,-0.2341,2.8687,2.887
2021-09-05 18:10:44:1739,0.2279,0.04,2.4321,2.443
2021-09-05 18:10:44:1800,0.1793,0.2738,2.0182,2.045
2021-09-05 18:10:44:1920,0.1199,0.5452,1.3614,1.471
2021-09-05 18:10:44:2010,0.0346,0.7334,0.6742,0.997
2021-09-05 18:10:44:2140,-0.0966,0.9182,0.1229,0.931
2021-09-05 18:10:44:2210,-0.2123,1.0631,-0.0919,1.088
2021-09-05 18:10:44:2340,-0.3583,1.2139,-0.0964,1.269
2021-09-05 18:10:44:2400,-0.3939,1.2235,0.2446,1.308
2021-09-05 18:10:44:2560,-0.411,1.1699,0.8918,1.527
2021-09-05 18:10:44:2600,-0.4542,0.9797,1.2429,1.646
2021-09-05 18:10:44:2730,-0.5104,0.9626,1.7829,2.089
2021-09-05 18:10:44:2800,-0.4741,1.0353,2.0868,2.377
2021-09-05 18:10:44:2940,-0.494,1.2014,2.2429,2.592
2021-09-05 18:10:44:3020,-0.5872,1.3805,2.2883,2.736
2021-09-05 18:10:44:3110,-0.7497,1.5439,2.1643,2.762
2021-09-05 18:10:44:3200,-0.9827,1.6388,1.9328,2.718
2021-09-05 18:10:44:3320,-1.259,1.7733,1.6221,2.713
2021-09-05 18:10:44:3430,-1.3668,1.9597,1.3618,2.75
2021-09-05 18:10:44:3580,-1.6497,2.2623,1.1934,3.044
2021-09-05 18:10:44:3600,-1.7084,2.417,1.1757,3.185
2021-09-05 18:10:44:3720,-2.0603,2.4689,0.8521,3.327
2021-09-05 18:10:44:3810,-2.3338,2.4957,0.5958,3.468
2021-09-05 18:10:44:3920,-2.6571,2.57,0.4419,3.723
2021-09-05 18:10:44:4010,-2.8099,2.6518,0.4238,3.887
2021-09-05 18:10:44:4130,-2.9282,2.8191,0.448,4.089
2021-09-05 18:10:44:4210,-2.9513,2.9292,0.4359,4.181
2021-09-05 18:10:44:4320,-2.9113,3.063,0.4363,4.248
2021-09-05 18:10:44:4410,-2.7706,3.1957,0.5982,4.272
2021-09-05 18:10:44:4630,-2.6053,3.2898,0.9053,4.293
2021-09-05 18:10:44:4640,-2.4711,3.3186,1.0579,4.271
2021-09-05 18:10:44:4720,-2.3715,3.2413,1.2588,4.209
2021-09-05 18:10:44:4800,-2.2512,3.2463,1.4462,4.207
2021-09-05 18:10:44:4920,-2.1177,2.956,1.6365,3.988
2021-09-05 18:10:44:5020,-2.1293,2.8498,1.9987,4.08
2021-09-05 18:10:44:5130,-2.0038,2.6136,2.5107,4.141
2021-09-05 18:10:44:5210,-1.911,2.4325,2.7458,4.136
2021-09-05 18:10:44:5380,-1.7824,2.2089,2.8678,4.035
2021-09-05 18:10:44:5580,-1.621,2.0473,2.7579,3.798
2021-09-05 18:10:44:5590,-1.4513,1.8667,2.5079,3.447
2021-09-05 18:10:44:5600,-1.2469,1.7807,2.2735,3.146
2021-09-05 18:10:44:5719,-0.8975,1.6756,1.9376,2.714
2021-09-05 18:10:44:5800,-0.684,1.4925,1.7231,2.38
2021-09-05 18:10:44:5930,-0.4828,1.2096,1.5582,2.031
2021-09-05 18:10:44:6010,-0.3715,0.9936,1.4732,1.815
2021-09-05 18:10:44:6120,-0.268,0.6873,1.3766,1.562
2021-09-05 18:10:44:6200,-0.1959,0.4315,1.3469,1.428
2021-09-05 18:10:44:6320,-0.167,0.1575,1.3536,1.373
2021-09-05 18:10:44:6400,-0.0816,-0.0639,1.4025,1.406
2021-09-05 18:10:44:6580,0.1198,-0.2899,1.5212,1.553
2021-09-05 18:10:44:6600,0.2941,-0.5225,1.6031,1.712
2021-09-05 18:10:44:6710,0.4663,-0.861,1.6605,1.928
2021-09-05 18:10:44:6820,0.612,-1.1104,1.7626,2.171
2021-09-05 18:10:44:6939,0.8536,-1.3802,1.7079,2.356
2021-09-05 18:10:44:7010,0.9546,-1.6161,1.5703,2.447
2021-09-05 18:10:44:7140,1.105,-1.9616,1.4212,2.662
2021-09-05 18:10:44:7210,1.1265,-2.1762,1.3967,2.821
2021-09-05 18:10:44:7320,1.1629,-2.5502,1.2114,3.053
2021-09-05 18:10:44:7410,1.178,-2.7274,0.8852,3.1
2021-09-05 18:10:44:7580,1.107,-2.824,0.1142,3.035
2021-09-05 18:10:44:7600,1.1357,-2.8918,-0.3715,3.129
2021-09-05 18:10:44:7740,1.1321,-2.8772,-1.226,3.326
2021-09-05 18:10:44:7800,1.0917,-2.9607,-1.6293,3.551
2021-09-05 18:10:44:7930,0.9601,-2.9726,-2.0135,3.716
2021-09-05 18:10:44:8000,0.8838,-3.058,-2.0786,3.802
2021-09-05 18:10:44:8129,0.8194,-3.0563,-1.9261,3.704
2021-09-05 18:10:44:8210,0.8374,-3.0912,-1.5661,3.565
2021-09-05 18:10:44:8320,0.9283,-3.168,-1.1594,3.499
2021-09-05 18:10:44:8420,0.8984,-3.2491,-0.9979,3.516
2021-09-05 18:10:44:8580,0.8596,-3.26,-0.8664,3.481
2021-09-05 18:10:44:8600,0.8461,-3.2713,-0.8472,3.484
2021-09-05 18:10:44:8730,0.6484,-3.2633,-0.8169,3.426
2021-09-05 18:10:44:8800,0.5449,-3.2706,-0.8563,3.424
2021-09-05 18:10:44:8920,0.4019,-3.2712,-1.0785,3.468
2021-09-05 18:10:44:9030,0.2966,-3.2617,-1.4334,3.575
2021-09-05 18:10:44:9120,0.1211,-3.2609,-1.9587,3.806
2021-09-05 18:10:44:9200,0.1241,-3.2001,-2.212,3.892
2021-09-05 18:10:44:9360,0.2238,-3.1318,-2.5484,4.044
2021-09-05 18:10:44:9640,0.2058,-3.1024,-2.655,4.089
2021-09-05 18:10:44:9670,0.2942,-3.0864,-2.6163,4.057
2021-09-05 18:10:44:9690,0.322,-3.1269,-2.5948,4.076
2021-09-05 18:10:44:9720,0.2637,-3.1736,-2.5187,4.06
2021-09-05 18:10:44:9800,0.2568,-3.1919,-2.4963,4.06
2021-09-05 18:10:44:9930,0.2426,-3.1678,-2.4483,4.011
2021-09-05 18:10:45:0020,0.2519,-3.0799,-2.3983,3.912
2021-09-05 18:10:45:0120,0.2968,-3.0226,-2.3674,3.851
2021-09-05 18:10:45:0210,0.3576,-2.9596,-2.3042,3.768
2021-09-05 18:10:45:0360,0.5325,-2.9588,-2.0836,3.658
2021-09-05 18:10:45:0620,0.6444,-2.9669,-1.7942,3.527
2021-09-05 18:10:45:0630,0.7643,-2.9613,-1.3619,3.348
2021-09-05 18:10:45:0630,0.7849,-2.9375,-1.1528,3.252
2021-09-05 18:10:45:0720,0.8795,-2.9221,-0.8577,3.17
2021-09-05 18:10:45:0800,0.7999,-2.897,-0.7685,3.102
2021-09-05 18:10:45:0920,0.7718,-2.8396,-0.8153,3.053
2021-09-05 18:10:45:1019,0.7975,-2.6832,-0.9165,2.945
2021-09-05 18:10:45:1130,0.8702,-2.4522,-1.0174,2.794
2021-09-05 18:10:45:1210,0.9817,-2.2913,-0.9781,2.678
2021-09-05 18:10:45:1360,1.1962,-2.1173,-0.669,2.522
2021-09-05 18:10:45:1560,1.3317,-1.8495,-0.355,2.307
2021-09-05 18:10:45:1560,1.4841,-1.7228,0.001,2.274
2021-09-05 18:10:45:1600,1.5646,-1.6432,0.2844,2.287
2021-09-05 18:10:45:1719,1.4915,-1.5173,0.631,2.219
2021-09-05 18:10:45:1800,1.3202,-1.2757,0.9244,2.055
2021-09-05 18:10:45:1930,1.216,-1.0209,1.399,2.116
2021-09-05 18:10:45:2000,0.996,-0.8402,1.6448,2.098
2021-09-05 18:10:45:2130,0.5962,-0.7201,1.9005,2.118
2021-09-05 18:10:45:2200,0.3243,-0.5772,2.2093,2.306
2021-09-05 18:10:45:2360,-0.0363,-0.5022,2.3969,2.449
2021-09-05 18:10:45:2690,-0.3214,-0.3702,2.5045,2.552
2021-09-05 18:10:45:2700,-0.6117,-0.1396,2.7283,2.8
2021-09-05 18:10:45:2700,-0.7961,0.1159,2.9397,3.048
2021-09-05 18:10:45:2740,-0.9394,0.5473,3.1103,3.295
2021-09-05 18:10:45:2800,-1.1229,0.8994,2.8567,3.198
2021-09-05 18:10:45:2920,-1.2702,1.2588,2.406,2.998
2021-09-05 18:10:45:3010,-1.2358,1.5253,2.2699,3.001
2021-09-05 18:10:45:3120,-1.128,1.7916,2.4028,3.202
2021-09-05 18:10:45:3200,-0.9508,1.9371,2.7516,3.497
2021-09-05 18:10:45:3350,-0.8558,1.9468,3.2686,3.899
2021-09-05 18:10:45:3560,-0.8207,1.8843,3.676,4.212
2021-09-05 18:10:45:3560,-0.7796,1.6922,4.0578,4.465
2021-09-05 18:10:45:3600,-0.8003,1.7215,4.3006,4.701
2021-09-05 18:10:45:3720,-0.7449,1.7439,4.3992,4.791
2021-09-05 18:10:45:3800,-0.8267,1.7932,4.1659,4.61
2021-09-05 18:10:45:3930,-0.9972,1.9347,3.4861,4.11
2021-09-05 18:10:45:4010,-1.2739,1.9959,2.9261,3.764
2021-09-05 18:10:45:4120,-1.5871,2.0501,2.3403,3.493
2021-09-05 18:10:45:4200,-1.7753,2.156,1.9161,3.387
2021-09-05 18:10:45:4350,-2.0821,2.3317,1.2642,3.372
2021-09-05 18:10:45:4610,-2.2481,2.4151,0.9149,3.424
2021-09-05 18:10:45:4620,-2.5227,2.4752,0.2707,3.545
2021-09-05 18:10:45:4630,-2.7223,2.5229,-0.0451,3.712
2021-09-05 18:10:45:4730,-2.8358,2.504,-0.4944,3.815
2021-09-05 18:10:45:4810,-2.9191,2.5625,-0.6962,3.946
2021-09-05 18:10:45:4920,-2.9679,2.6273,-0.7964,4.043
2021-09-05 18:10:45:5010,-2.949,2.6066,-0.8065,4.018
2021-09-05 18:10:45:5130,-2.8472,2.7145,-0.5613,3.974
2021-09-05 18:10:45:5200,-2.6805,2.7409,-0.3745,3.852
2021-09-05 18:10:45:5340,-2.53,2.7384,-0.1957,3.733
2021-09-05 18:10:45:5610,-2.438,2.7,-0.131,3.64
2021-09-05 18:10:45:5620,-2.2914,2.6585,-0.0181,3.51
2021-09-05 18:10:45:5620,-2.2037,2.658,0.1761,3.457
2021-09-05 18:10:45:5709,-2.1244,2.5802,0.5355,3.385
2021-09-05 18:10:45:5810,-2.0808,2.4892,0.8711,3.359
2021-09-05 18:10:45:5920,-1.9703,2.3233,1.1925,3.271
2021-09-05 18:10:45:6010,-1.9114,2.2285,1.3152,3.217
2021-09-05 18:10:45:6120,-1.7115,2.1094,1.6485,3.177
2021-09-05 18:10:45:6210,-1.6051,1.9856,1.9337,3.203
2021-09-05 18:10:45:6340,-1.4538,1.7681,2.3435,3.276
2021-09-05 18:10:45:6550,-1.3629,1.58,2.5902,3.326
2021-09-05 18:10:45:6560,-1.1402,1.2837,2.8581,3.334
2021-09-05 18:10:45:6600,-1.0104,1.0843,2.9582,3.309
2021-09-05 18:10:45:6720,-0.8278,0.8296,2.9743,3.197
2021-09-05 18:10:45:6810,-0.651,0.6835,2.8347,2.988
2021-09-05 18:10:45:6919,-0.5238,0.6374,2.3383,2.48
2021-09-05 18:10:45:7000,-0.3946,0.5287,1.8711,1.984
2021-09-05 18:10:45:7120,-0.2429,0.4258,1.4982,1.576
2021-09-05 18:10:45:7200,-0.1652,0.208,1.4263,1.451
2021-09-05 18:10:45:7340,-0.0639,-0.0943,1.6014,1.605
2021-09-05 18:10:45:7540,0.0358,-0.3653,1.7681,1.806
2021-09-05 18:10:45:7550,0.2682,-0.6847,1.9582,2.092
2021-09-05 18:10:45:7600,0.4507,-0.8991,1.9323,2.178
2021-09-05 18:10:45:7720,0.6341,-1.1544,1.9081,2.319
2021-09-05 18:10:45:7810,0.743,-1.4093,1.9712,2.535
2021-09-05 18:10:45:7920,0.9604,-1.7949,1.8532,2.753
2021-09-05 18:10:45:8020,1.0047,-2.046,1.5709,2.768
2021-09-05 18:10:45:8120,1.0247,-2.2297,0.9825,2.643
2021-09-05 18:10:45:8220,1.0237,-2.4241,0.3272,2.652
2021-09-05 18:10:45:8330,0.8049,-2.5182,-0.4318,2.679
2021-09-05 18:10:45:8410,0.6967,-2.6493,-0.6751,2.821
2021-09-05 18:10:45:8600,0.4951,-2.811,-0.9242,3
2021-09-05 18:10:45:8600,0.4137,-2.9514,-1.0459,3.159
2021-09-05 18:10:45:8710,0.5191,-3.0958,-1.1322,3.337
2021-09-05 18:10:45:8810,0.587,-3.2878,-1.1256,3.524
2021-09-05 18:10:45:8920,0.7116,-3.3387,-0.7649,3.498
2021-09-05 18:10:45:9010,0.9427,-3.4208,-0.5157,3.586
2021-09-05 18:10:45:9120,1.1397,-3.4931,-0.4002,3.696
2021-09-05 18:10:45:9210,1.1795,-3.5949,-0.4971,3.816
2021-09-05 18:10:45:9320,1.1967,-3.664,-0.6133,3.903
2021-09-05 18:10:45:9410,1.1458,-3.7308,-0.6519,3.957
2021-09-05 18:10:45:9620,0.9863,-3.7635,-0.7864,3.969
2021-09-05 18:10:45:9620,0.8453,-3.8516,-0.9725,4.061
2021-09-05 18:10:45:9720,0.6037,-3.9087,-1.299,4.163
2021-09-05 18:10:45:9800,0.5299,-3.9378,-1.4695,4.236
2021-09-05 18:10:45:9920,0.4455,-3.9029,-1.6717,4.269
2021-09-05 18:10:46:0010,0.4829,-3.7886,-1.761,4.206
2021-09-05 18:10:46:0130,0.4218,-3.7404,-2.0883,4.305
2021-09-05 18:10:46:0220,0.4107,-3.6708,-2.2319,4.316
2021-09-05 18:10:46:0330,0.415,-3.6135,-2.4183,4.368
2021-09-05 18:10:46:0400,0.3752,-3.6105,-2.4095,4.357
2021-09-05 18:10:46:0600,0.2362,-3.6306,-2.2741,4.29
2021-09-05 18:10:46:0600,0.1944,-3.6417,-2.2277,4.273
2021-09-05 18:10:46:0720,0.1012,-3.6604,-2.0298,4.187
2021-09-05 18:10:46:0820,0.0951,-3.6021,-1.9498,4.097
2021-09-05 18:10:46:0930,0.1485,-3.5388,-1.8333,3.988
2021-09-05 18:10:46:1010,0.2193,-3.4199,-1.8059,3.874
2021-09-05 18:10:46:1130,0.3768,-3.2102,-1.8292,3.714
2021-09-05 18:10:46:1210,0.5778,-2.9421,-1.7623,3.478
2021-09-05 18:10:46:1330,0.7238,-2.7143,-1.6491,3.257
2021-09-05 18:10:46:1419,0.7712,-2.5987,-1.5552,3.125
2021-09-05 18:10:46:1520,0.7733,-2.5315,-1.2798,2.94
2021-09-05 18:10:46:1610,0.7011,-2.5067,-1.0869,2.821
2021-09-05 18:10:46:1719,0.6289,-2.4766,-0.8561,2.695
2021-09-05 18:10:46:1820,0.5308,-2.4046,-0.7206,2.566
2021-09-05 18:10:46:1920,0.4132,-2.3172,-0.5403,2.415
2021-09-05 18:10:46:2000,0.4037,-2.2045,-0.4913,2.294
2021-09-05 18:10:46:2130,0.4308,-1.9447,-0.3667,2.025
2021-09-05 18:10:46:2210,0.4595,-1.6743,-0.2873,1.76
2021-09-05 18:10:46:2320,0.412,-1.3718,-0.2835,1.46
2021-09-05 18:10:46:2410,0.4218,-1.2641,-0.3186,1.37
2021-09-05 18:10:46:2680,0.5258,-1.1516,-0.1465,1.274
2021-09-05 18:10:46:2690,0.6235,-1.1092,0.0396,1.273
2021-09-05 18:10:46:2730,0.7467,-1.1386,0.425,1.426
2021-09-05 18:10:46:2810,0.6682,-1.0909,0.7929,1.505
2021-09-05 18:10:46:2930,0.5817,-1.139,1.5215,1.988
2021-09-05 18:10:46:3000,0.488,-1.047,1.8907,2.216
2021-09-05 18:10:46:3120,0.422,-0.9827,2.6177,2.828
2021-09-05 18:10:46:3210,0.3911,-0.8514,2.9815,3.125
2021-09-05 18:10:46:3320,0.2583,-0.6817,3.0127,3.1
2021-09-05 18:10:46:3400,0.1392,-0.461,2.616,2.66
2021-09-05 18:10:46:3680,0.0346,-0.0654,1.7301,1.732
2021-09-05 18:10:46:3690,-0.0274,0.3218,1.1864,1.23
2021-09-05 18:10:46:3720,0.0353,0.6964,0.7868,1.051
2021-09-05 18:10:46:3810,-0.0069,0.9217,0.7316,1.177
2021-09-05 18:10:46:3920,-0.0826,1.0399,0.8123,1.322
2021-09-05 18:10:46:4010,-0.0624,1.0188,1.025,1.447
2021-09-05 18:10:46:4140,-0.0473,0.9256,1.3802,1.662
2021-09-05 18:10:46:4210,-0.0394,0.9131,1.5238,1.777
2021-09-05 18:10:46:4320,-0.0099,0.9048,1.5945,1.833
2021-09-05 18:10:46:4400,0.0172,0.9211,1.7205,1.952
2021-09-05 18:10:46:4580,0.0691,0.9072,2.0497,2.243
2021-09-05 18:10:46:4600,-0.0009,0.8728,2.3015,2.461
2021-09-05 18:10:46:4730,-0.1436,0.8235,2.5884,2.72
2021-09-05 18:10:46:4810,-0.2887,0.8331,2.7526,2.89
2021-09-05 18:10:46:4920,-0.548,0.8315,2.7966,2.969
2021-09-05 18:10:46:5010,-0.8071,0.9105,2.7274,2.987
2021-09-05 18:10:46:5120,-1.1692,1.0742,2.3676,2.851
2021-09-05 18:10:46:5220,-1.3776,1.2188,1.9732,2.698
2021-09-05 18:10:46:5330,-1.6837,1.5497,1.3407,2.652
2021-09-05 18:10:46:5420,-1.7608,1.7208,0.9543,2.64
2021-09-05 18:10:46:5580,-1.8905,1.9225,0.4746,2.738
2021-09-05 18:10:46:5600,-1.9203,2.0695,0.2086,2.831
2021-09-05 18:10:46:5709,-1.9153,2.1582,-0.0947,2.887
2021-09-05 18:10:46:5810,-1.8881,2.1935,-0.1906,2.9
2021-09-05 18:10:46:5920,-1.7681,2.2372,-0.2896,2.866
2021-09-05 18:10:46:6010,-1.7045,2.2662,-0.3227,2.854
2021-09-05 18:10:46:6120,-1.5348,2.3611,-0.3573,2.839
2021-09-05 18:10:46:6200,-1.4865,2.4109,-0.3196,2.85
2021-09-05 18:10:46:6330,-1.3591,2.4933,-0.2388,2.85
2021-09-05 18:10:46:6400,-1.3532,2.4902,-0.1939,2.841
2021-09-05 18:10:46:6600,-1.3789,2.4566,-0.0272,2.817
2021-09-05 18:10:46:6610,-1.3838,2.434,0.1534,2.804
2021-09-05 18:10:46:6710,-1.4072,2.3392,0.4537,2.767
2021-09-05 18:10:46:6800,-1.4225,2.2263,0.6938,2.732
2021-09-05 18:10:46:6909,-1.4186,2.1252,0.8234,2.685
2021-09-05 18:10:46:7000,-1.4027,2.0492,0.9427,2.656
2021-09-05 18:10:46:7120,-1.3768,1.8624,1.2049,2.611
2021-09-05 18:10:46:7200,-1.3697,1.6998,1.4518,2.622
2021-09-05 18:10:46:7320,-1.3602,1.4357,1.7172,2.619
2021-09-05 18:10:46:7410,-1.3252,1.2319,1.9127,2.633
2021-09-05 18:10:46:7580,-1.2802,0.987,2.0335,2.598
2021-09-05 18:10:46:7610,-1.193,0.7928,2.0604,2.509
2021-09-05 18:10:46:7740,-1.0338,0.6524,1.8738,2.237
2021-09-05 18:10:46:7800,-0.9429,0.593,1.5816,1.934
2021-09-05 18:10:46:7910,-0.8253,0.6104,0.9493,1.398
2021-09-05 18:10:46:8000,-0.8122,0.5363,0.4442,1.07
2021-09-05 18:10:46:8120,-0.6694,0.3449,-0.1511,0.768
2021-09-05 18:10:46:8210,-0.5597,0.1772,-0.4215,0.723
2021-09-05 18:10:46:8320,-0.4356,0.0387,-0.501,0.665
2021-09-05 18:10:46:8400,-0.4113,-0.1232,-0.5499,0.698
2021-09-05 18:10:46:8600,-0.2737,-0.3093,-0.2276,0.472
2021-09-05 18:10:46:8610,-0.0574,-0.4711,0.2052,0.517
2021-09-05 18:10:46:8720,0.2501,-0.6264,0.7435,1.004
2021-09-05 18:10:46:8810,0.3907,-0.8703,1.0164,1.394
2021-09-05 18:10:46:8930,0.483,-1.1078,1.2326,1.726
2021-09-05 18:10:46:9000,0.5527,-1.3251,1.2054,1.875
2021-09-05 18:10:46:9120,0.5834,-1.5058,0.9825,1.89
2021-09-05 18:10:46:9210,0.5579,-1.5002,0.7256,1.757
2021-09-05 18:10:46:9320,0.4599,-1.5423,0.3543,1.648
2021-09-05 18:10:46:9400,0.3492,-1.5355,0.2621,1.596
2021-09-05 18:10:46:9520,0.2544,-1.6001,0.4744,1.688
2021-09-05 18:10:46:9660,0.2376,-1.7854,0.8006,1.971
2021-09-05 18:10:46:9710,0.2772,-2.008,1.1062,2.309
2021-09-05 18:10:46:9810,0.2875,-2.1349,1.0936,2.416
2021-09-05 18:10:46:9920,0.5304,-2.1855,1.1488,2.525
2021-09-05 18:10:47:0020,0.5795,-2.229,0.9019,2.473
2021-09-05 18:10:47:0140,0.6097,-2.1512,0.1958,2.245
2021-09-05 18:10:47:0200,0.6555,-2.0792,-0.0807,2.182
2021-09-05 18:10:47:0310,0.7324,-1.9262,-0.3396,2.089
2021-09-05 18:10:47:0400,0.741,-1.896,-0.4881,2.093
2021-09-05 18:10:47:0509,0.7685,-1.9234,-0.5949,2.155
2021-09-05 18:10:47:0720,0.7009,-1.9891,-0.537,2.176
2021-09-05 18:10:47:0740,0.6533,-2.1275,-0.3763,2.257
2021-09-05 18:10:47:0810,0.5739,-2.2634,-0.3071,2.355
2021-09-05 18:10:47:0920,0.4413,-2.3556,-0.405,2.431
